generic_name,status,fda_black_box_warning,fda_black_box_warning_source,fda_black_box_warning_verified,dailymed_setid,dailymed_published_date,dailymed_title,dailymed_url,boxed_section_title,boxed_section_code,search_terms,warning_sha256
eslicarbazepine acetate,no_boxed_warning_in_selected_label,No FDA boxed warning identified in selected current DailyMed label.,"FDA/DailyMed SPL; status=no_boxed_warning_in_selected_label; setid=3d0c9554-eaeb-4694-8089-00133fcadce3; published=Dec 05, 2023; title=APTIOM (ESLICARBAZEPINE ACETATE) TABLET APTIOM (ESLICARBAZEPINE ACETATE) KIT [SUMITOMO PHARMA AMERICA, INC.]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3d0c9554-eaeb-4694-8089-00133fcadce3",05-20-2026,3d0c9554-eaeb-4694-8089-00133fcadce3,"Dec 05, 2023","APTIOM (ESLICARBAZEPINE ACETATE) TABLET APTIOM (ESLICARBAZEPINE ACETATE) KIT [SUMITOMO PHARMA AMERICA, INC.]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3d0c9554-eaeb-4694-8089-00133fcadce3,,,eslicarbazepine acetate; eslicarbazepine; Aptiom; Zebinix; BIA 2-093,2e4628f652ce3c3f93c3cd1aadb2bba04203f648bc70f0e6d35c5b54d3cd3878
ethosuximide,no_boxed_warning_in_selected_label,No FDA boxed warning identified in selected current DailyMed label.,"FDA/DailyMed SPL; status=no_boxed_warning_in_selected_label; setid=0e008f33-70a1-4bc6-b3a0-d45214418ab6; published=Jul 16, 2024; title=ZARONTIN (ETHOSUXIMIDE) CAPSULE [PARKE-DAVIS DIV OF PFIZER INC]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e008f33-70a1-4bc6-b3a0-d45214418ab6",05-20-2026,0e008f33-70a1-4bc6-b3a0-d45214418ab6,"Jul 16, 2024",ZARONTIN (ETHOSUXIMIDE) CAPSULE [PARKE-DAVIS DIV OF PFIZER INC],https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0e008f33-70a1-4bc6-b3a0-d45214418ab6,,,ethosuximide; Zarontin,2e4628f652ce3c3f93c3cd1aadb2bba04203f648bc70f0e6d35c5b54d3cd3878
ethotoin,no_current_fda_label,No current FDA/DailyMed label identified.,FDA/DailyMed search on 05-20-2026: no current label found for terms [ethotoin; Peganone].,05-20-2026,,,,,,,ethotoin; Peganone,c67d3026093804e38ce3e3a9f8038d1d17b5d1c3efbe1766729ddbf6430e936d
everolimus,boxed_warning_found,"WARNING: MALIGNANCIES and SERIOUS INFECTIONS; KIDNEY GRAFT THROMBOSIS; NEPHROTOXICITY; and MORTALITY IN HEART TRANSPLANTATION Malignancies and Serious Infections Only physicians experienced in immunosuppressive therapy and management of transplant patients should prescribe everolimus. Patients receiving the drug should be managed in facilities equipped and staffed with adequate laboratory and supportive medical resources. The physician responsible for maintenance therapy should have complete information requisite for the follow-up of the patient [see Warnings and Precautions (5.1) ] . Increased susceptibility to infection and the possible development of malignancies, such as lymphoma and skin cancer, may result from immunosuppression [see Warnings and Precautions (5.2 , 5.3) ]. Kidney Graft Thrombosis An increased risk of kidney arterial and venous thrombosis, resulting in graft loss, was reported, mostly within the first 30 days posttransplantation [see Warnings and Precautions (5.4) ] . Nephrotoxicity Increased nephrotoxicity can occur with use of standard doses of cyclosporine in combination with everolimus. Therefore, reduced doses of cyclosporine should be used in combination with everolimus in order to reduce renal dysfunction. It is important to monitor the cyclosporine and everolimus whole blood trough concentrations [see Dosage and Administration (2.4 , 2.5) , Warnings and Precautions (5.6) , Clinical Pharmacology (12.7 , 12.8) ] . Mortality in Heart Transplantation Increased mortality, often associated with serious infections, within the first three months posttransplantation was observed in a clinical trial of de novo heart transplant patients receiving immunosuppressive regimens with or without induction therapy. Use in heart transplantation is not recommended [see Warnings and Precautions (5.7) ] . WARNING: MALIGNANCIES and SERIOUS INFECTIONS; KIDNEY GRAFT THROMBOSIS; NEPHROTOXICITY; and MORTALITY IN HEART TRANSPLANTATION See full prescribing information for complete boxed warning. Only physicians experienced in immunosuppressive therapy and management of transplant patients should use everolimus ( 5.1 ) Increased susceptibility to infection and the possible development of malignancies may result from immunosuppression ( 5.2 , 5.3 ) Increased incidence of kidney graft thrombosis ( 5.4 ) Reduced doses of cyclosporine are required for use in combination with everolimus in order to reduce nephrotoxicity ( 2.4 , 2.5 , 5.6 , 12.7 , 12.8 ) Increased mortality in a heart transplant clinical trial. Use in heart transplantation is not recommended ( 5.7 )","FDA/DailyMed SPL; status=boxed_warning_found; setid=43ef3c29-0e25-4fdd-aea1-06a20af9bbab; published=Mar 02, 2026; title=EVEROLIMUS TABLET [AUROBINDO PHARMA LIMITED]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=43ef3c29-0e25-4fdd-aea1-06a20af9bbab",05-20-2026,43ef3c29-0e25-4fdd-aea1-06a20af9bbab,"Mar 02, 2026",EVEROLIMUS TABLET [AUROBINDO PHARMA LIMITED],https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=43ef3c29-0e25-4fdd-aea1-06a20af9bbab,WARNING: MALIGNANCIES and SERIOUS INFECTIONS; KIDNEY GRAFT THROMBOSIS; NEPHROTOXICITY; and MORTALITY IN HEART TRANSPLANTATION,34066-1,everolimus; Afinitor; Afinitor Disperz; Votubia; RAD001,17531a8e010f9a24915ca6ceee7997bde6c990389011cc42ba738ecd0dee8be5
ezogabine,no_current_fda_label,No current FDA/DailyMed label identified.,FDA/DailyMed search on 05-20-2026: no current label found for terms [ezogabine; retigabine; Potiga; Trobalt].,05-20-2026,,,,,,,ezogabine; retigabine; Potiga; Trobalt,c67d3026093804e38ce3e3a9f8038d1d17b5d1c3efbe1766729ddbf6430e936d
felbamate,boxed_warning_found,"WARNING 1. APLASTIC ANEMIA THE USE OF FELBATOL ® (felbamate) IS ASSOCIATED WITH A MARKED INCREASE IN THE INCIDENCE OF APLASTIC ANEMIA. ACCORDINGLY, FELBATOL ® SHOULD ONLY BE USED IN PATIENTS WHOSE EPILEPSY IS SO SEVERE THAT THE RISK OF APLASTIC ANEMIA IS DEEMED ACCEPTABLE IN LIGHT OF THE BENEFITS CONFERRED BY ITS USE (SEE INDICATIONS ). ORDINARILY, A PATIENT SHOULD NOT BE PLACED ON AND/OR CONTINUED ON FELBATOL ® WITHOUT CONSIDERATION OF APPROPRIATE EXPERT HEMATOLOGIC CONSULTATION. AMONG FELBATOL ® TREATED PATIENTS, APLASTIC ANEMIA (PANCYTOPENIA IN THE PRESENCE OF A BONE MARROW LARGELY DEPLETED OF HEMATOPOIETIC PRECURSORS) OCCURS AT AN INCIDENCE THAT MAY BE MORE THAN A 100 FOLD GREATER THAN THAT SEEN IN THE UNTREATED POPULATION (I.E., 2 TO 5 PER MILLION PERSONS PER YEAR). THE RISK OF DEATH IN PATIENTS WITH APLASTIC ANEMIA GENERALLY VARIES AS A FUNCTION OF ITS SEVERITY AND ETIOLOGY; CURRENT ESTIMATES OF THE OVERALL CASE FATALITY RATE ARE IN THE RANGE OF 20 TO 30%, BUT RATES AS HIGH AS 70% HAVE BEEN REPORTED IN THE PAST. THERE ARE TOO FEW FELBATOL ® ASSOCIATED CASES, AND TOO LITTLE KNOWN ABOUT THEM TO PROVIDE A RELIABLE ESTIMATE OF THE SYNDROME’S INCIDENCE OR ITS CASE FATALITY RATE OR TO IDENTIFY THE FACTORS, IF ANY, THAT MIGHT CONCEIVABLY BE USED TO PREDICT WHO IS AT GREATER OR LESSER RISK. IN MANAGING PATIENTS ON FELBATOL ® , IT SHOULD BE BORNE IN MIND THAT THE CLINICAL MANIFESTATION OF APLASTIC ANEMIA MAY NOT BE SEEN UNTIL AFTER A PATIENT HAS BEEN ON FELBATOL ® FOR SEVERAL MONTHS (E.G., ONSET OF APLASTIC ANEMIA AMONG FELBATOL ® EXPOSED PATIENTS FOR WHOM DATA ARE AVAILABLE HAS RANGED FROM 5 TO 30 WEEKS). HOWEVER, THE INJURY TO BONE MARROW STEM CELLS THAT IS HELD TO BE ULTIMATELY RESPONSIBLE FOR THE ANEMIA MAY OCCUR WEEKS TO MONTHS EARLIER. ACCORDINGLY, PATIENTS WHO ARE DISCONTINUED FROM FELBATOL ® REMAIN AT RISK FOR DEVELOPING ANEMIA FOR A VARIABLE, AND UNKNOWN, PERIOD AFTERWARDS. IT IS NOT KNOWN WHETHER OR NOT THE RISK OF DEVELOPING APLASTIC ANEMIA CHANGES WITH DURATION OF EXPOSURE. CONSEQUENTLY, IT IS NOT SAFE TO ASSUME THAT A PATIENT WHO HAS BEEN ON FELBATOL ® WITHOUT SIGNS OF HEMATOLOGIC ABNORMALITY FOR LONG PERIODS OF TIME IS WITHOUT RISK. IT IS NOT KNOWN WHETHER OR NOT THE DOSE OF FELBATOL ® AFFECTS THE INCIDENCE OF APLASTIC ANEMIA. IT IS NOT KNOWN WHETHER OR NOT CONCOMITANT USE OF ANTIEPILEPTIC DRUGS AND/OR OTHER DRUGS AFFECTS THE INCIDENCE OF APLASTIC ANEMIA. APLASTIC ANEMIA TYPICALLY DEVELOPS WITHOUT PREMONITORY CLINICAL OR LABORATORY SIGNS, THE FULL BLOWN SYNDROME PRESENTING WITH SIGNS OF INFECTION, BLEEDING, OR ANEMIA. ACCORDINGLY, ROUTINE BLOOD TESTING CANNOT BE RELIABLY USED TO REDUCE THE INCIDENCE OF APLASTIC ANEMIA, BUT, IT WILL, IN SOME CASES, ALLOW THE DETECTION OF THE HEMATOLOGIC CHANGES BEFORE THE SYNDROME DECLARES ITSELF CLINICALLY. FELBATOL ® SHOULD BE DISCONTINUED IF ANY EVIDENCE OF BONE MARROW DEPRESSION OCCURS. 2. HEPATIC FAILURE EVALUATION OF POSTMARKETING EXPERIENCE SUGGESTS THAT ACUTE LIVER FAILURE IS ASSOCIATED WITH THE USE OF FELBATOL ® . THE REPORTED RATE IN THE U.S. HAS BEEN ABOUT 6 CASES OF LIVER FAILURE LEADING TO DEATH OR TRANSPLANT PER 75,000 PATIENT YEARS OF USE. THIS RATE IS AN UNDERESTIMATE BECAUSE OF UNDER REPORTING, AND THE TRUE RATE COULD BE CONSIDERABLY GREATER THAN THIS. FOR EXAMPLE, IF THE REPORTING RATE IS 10%, THE TRUE RATE WOULD BE ONE CASE PER 1,250 PATIENT YEARS OF USE. OF THE CASES REPORTED, ABOUT 67% RESULTED IN DEATH OR LIVER TRANSPLANTATION, USUALLY WITHIN 5 WEEKS OF THE ONSET OF SIGNS AND SYMPTOMS OF LIVER FAILURE. THE EARLIEST ONSET OF SEVERE HEPATIC DYSFUNCTION FOLLOWED SUBSEQUENTLY BY LIVER FAILURE WAS 3 WEEKS AFTER INITIATION OF FELBATOL ® . ALTHOUGH SOME REPORTS DESCRIBED DARK URINE AND NONSPECIFIC PRODROMAL SYMPTOMS (E.G., ANOREXIA, MALAISE, AND GASTROINTESTINAL SYMPTOMS), IN OTHER REPORTS IT WAS NOT CLEAR IF ANY PRODROMAL SYMPTOMS PRECEDED THE ONSET OF JAUNDICE. IT IS NOT KNOWN WHETHER OR NOT THE RISK OF DEVELOPING HEPATIC FAILURE CHANGES WITH DURATION OF EXPOSURE. IT IS NOT KNOWN WHETHER OR NOT THE DOSAGE OF FELBATOL ® AFFECTS THE INCIDENCE OF HEPATIC FAILURE. IT IS NOT KNOWN WHETHER CONCOMITANT USE OF OTHER ANTIEPILEPTIC DRUGS AND/OR OTHER DRUGS AFFECT THE INCIDENCE OF HEPATIC FAILURE. FELBATOL ® SHOULD NOT BE PRESCRIBED FOR ANYONE WITH A HISTORY OF HEPATIC DYSFUNCTION. TREATMENT WITH FELBATOL ® SHOULD BE INITIATED ONLY IN INDIVIDUALS WITHOUT ACTIVE LIVER DISEASE AND WITH NORMAL BASELINE SERUM TRANSAMINASES. IT HAS NOT BEEN PROVED THAT PERIODIC SERUM TRANSAMINASE TESTING WILL PREVENT SERIOUS INJURY BUT IT IS GENERALLY BELIEVED THAT EARLY DETECTION OF DRUG-INDUCED HEPATIC INJURY ALONG WITH IMMEDIATE WITHDRAWAL OF THE SUSPECT DRUG ENHANCES THE LIKELIHOOD FOR RECOVERY. THERE IS NO INFORMATION AVAILABLE THAT DOCUMENTS HOW RAPIDLY PATIENTS CAN PROGRESS FROM NORMAL LIVER FUNCTION TO LIVER FAILURE, BUT OTHER DRUGS KNOWN TO BE HEPATOTOXINS CAN CAUSE LIVER FAILURE RAPIDLY (E.G., FROM NORMAL ENZYMES TO LIVER FAILURE IN 2-4 WEEKS). ACCORDINGLY, MONITORING OF SERUM TRANSAMINASE LEVELS (AST AND ALT) IS RECOMMENDED AT BASELINE AND PERIODICALLY THEREAFTER. WHILE THE MORE FREQUENT THE MONITORING THE GREATER THE CHANCES OF EARLY DETECTION, THE PRECISE SCHEDULE FOR MONITORING IS A MATTER OF CLINICAL JUDGEMENT. FELBATOL ® SHOULD BE DISCONTINUED IF EITHER SERUM AST OR SERUM ALT LEVELS BECOME INCREASED ≥ 2 TIMES THE UPPER LIMIT OF NORMAL, OR IF CLINICAL SIGNS AND SYMPTOMS SUGGEST LIVER FAILURE (SEE PRECAUTIONS ). PATIENTS WHO DEVELOP EVIDENCE OF HEPATOCELLULAR INJURY WHILE ON FELBATOL ® AND ARE WITHDRAWN FROM THE DRUG FOR ANY REASON SHOULD BE PRESUMED TO BE AT INCREASED RISK FOR LIVER INJURY IF FELBATOL ® IS REINTRODUCED. ACCORDINGLY, SUCH PATIENTS SHOULD NOT BE CONSIDERED FOR RE-TREATMENT.","FDA/DailyMed SPL; status=boxed_warning_found; setid=2f522701-397a-11de-8a39-0800200c9a66; published=Dec 31, 2025; title=FELBATOL (FELBAMATE) TABLET FELBATOL (FELBAMATE) SUSPENSION [VIATRIS SPECIALTY LLC]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2f522701-397a-11de-8a39-0800200c9a66",05-20-2026,2f522701-397a-11de-8a39-0800200c9a66,"Dec 31, 2025",FELBATOL (FELBAMATE) TABLET FELBATOL (FELBAMATE) SUSPENSION [VIATRIS SPECIALTY LLC],https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2f522701-397a-11de-8a39-0800200c9a66,WARNING,34066-1,felbamate; Felbatol; Taloxa,157db6b1665d93824e730d4ac84081682615f29f78cf695db0fc3a8679294e89
fenfluramine,boxed_warning_found,"WARNING: VALVULAR HEART DISEASE and PULMONARY ARTERIAL HYPERTENSION FINTEPLA can cause valvular heart disease and pulmonary arterial hypertension [see Warnings and Precautions (5.1) ]. Echocardiogram assessments are required before, during, and after treatment with FINTEPLA. The benefits versus the risks of initiating or continuing FINTEPLA must be considered, based on echocardiogram findings [see Dosage and Administration (2.1 , 2.6 ) and Warnings and Precautions (5.1) ]. Because of the risks of valvular heart disease and pulmonary arterial hypertension, FINTEPLA is available only through a restricted program under a Risk Evaluation and Mitigation Strategy (REMS) called the FINTEPLA REMS [see Warnings and Precautions (5.2) ]. WARNING: VALVULAR HEART DISEASE and PULMONARY ARTERIAL HYPERTENSION See full prescribing information for complete boxed warning. FINTEPLA can cause valvular heart disease and pulmonary arterial hypertension. ( 5.1 ) Echocardiogram assessments are required before, during, and after treatment with FINTEPLA. ( 2.1 , 2.6 , 5.1 ) FINTEPLA is available only through a restricted program called the FINTEPLA REMS. ( 5.2 )","FDA/DailyMed SPL; status=boxed_warning_found; setid=e88f360e-33ad-4cd6-b2de-5ef885857c5d; published=Nov 17, 2025; title=FINTEPLA (FENFLURAMINE) SOLUTION [UCB, INC.]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e88f360e-33ad-4cd6-b2de-5ef885857c5d",05-20-2026,e88f360e-33ad-4cd6-b2de-5ef885857c5d,"Nov 17, 2025","FINTEPLA (FENFLURAMINE) SOLUTION [UCB, INC.]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e88f360e-33ad-4cd6-b2de-5ef885857c5d,WARNING: VALVULAR HEART DISEASE and PULMONARY ARTERIAL HYPERTENSION,34066-1,fenfluramine; Fintepla; ZX008,e3248ab0886e7838b25623c702223e99013d384acf91d105003f750a7beac0bb
fosphenytoin,boxed_warning_found,"WARNING: CARDIOVASCULAR RISK ASSOCIATED WITH RAPID INFUSION RATES The rate of intravenous CEREBYX administration should not exceed 150 mg phenytoin sodium equivalents (PE) per minute in adults and 2 mg PE/kg/min (or 150 mg PE/min, whichever is slower) in pediatric patients because of the risk of severe hypotension and cardiac arrhythmias. Careful cardiac monitoring is needed during and after administering intravenous CEREBYX. Although the risk of cardiovascular toxicity increases with infusion rates above the recommended infusion rate, these events have also been reported at or below the recommended infusion rate. Reduction in rate of administration or discontinuation of dosing may be needed [see Dosage and Administration (2.3 , 2.4) and Warnings and Precautions (5.2) ]. WARNING: CARDIOVASCULAR RISK ASSOCIATED WITH RAPID INFUSION RATES See full prescribing information for complete boxed warning . • The rate of intravenous CEREBYX administration should not exceed 150 mg phenytoin sodium equivalents (PE) per minute in adults and 2 mg PE/kg/min (or 150 mg PE/min, whichever is slower) in pediatric patients because of the risk of severe hypotension and cardiac arrhythmias. • Careful cardiac monitoring is needed during and after administering intravenous CEREBYX. • Reduction in rate of administration or discontinuation of dosing may be needed ( 2.3 , 2.4 , 5.2 ) .","FDA/DailyMed SPL; status=boxed_warning_found; setid=d4c36fad-0ba2-4cd4-9c5e-dcf843f38a5a; published=Aug 29, 2025; title=CEREBYX (FOSPHENYTOIN SODIUM) INJECTION, SOLUTION [PFIZER LABORATORIES DIV PFIZER INC]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d4c36fad-0ba2-4cd4-9c5e-dcf843f38a5a",05-20-2026,d4c36fad-0ba2-4cd4-9c5e-dcf843f38a5a,"Aug 29, 2025","CEREBYX (FOSPHENYTOIN SODIUM) INJECTION, SOLUTION [PFIZER LABORATORIES DIV PFIZER INC]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d4c36fad-0ba2-4cd4-9c5e-dcf843f38a5a,WARNING: CARDIOVASCULAR RISK ASSOCIATED WITH RAPID INFUSION RATES,34066-1,fosphenytoin; Cerebyx; Pro-Epanutin,c7613a5db8e285fb8f84c1ad3f28c76adb2320a79f6c54daeeddc499598967fb
gabapentin,no_boxed_warning_in_selected_label,No FDA boxed warning identified in selected current DailyMed label.,"FDA/DailyMed SPL; status=no_boxed_warning_in_selected_label; setid=4c486fc7-c8c4-4c6c-b30c-366dabaeaadd; published=May 07, 2025; title=HORIZANT (GABAPENTIN ENACARBIL) TABLET, EXTENDED RELEASE [AZURITY PHARMACEUTICALS, INC. (FORMERLY ARBOR PHARMACEUTICALS)]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4c486fc7-c8c4-4c6c-b30c-366dabaeaadd",05-20-2026,4c486fc7-c8c4-4c6c-b30c-366dabaeaadd,"May 07, 2025","HORIZANT (GABAPENTIN ENACARBIL) TABLET, EXTENDED RELEASE [AZURITY PHARMACEUTICALS, INC. (FORMERLY ARBOR PHARMACEUTICALS)]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4c486fc7-c8c4-4c6c-b30c-366dabaeaadd,,,gabapentin; Gralise; Horizant; Neurontin,2e4628f652ce3c3f93c3cd1aadb2bba04203f648bc70f0e6d35c5b54d3cd3878
ganaxolone,no_boxed_warning_in_selected_label,No FDA boxed warning identified in selected current DailyMed label.,"FDA/DailyMed SPL; status=no_boxed_warning_in_selected_label; setid=d91612c4-b03a-4be4-a1ee-6a13e3b83d4e; published=Dec 01, 2025; title=ZTALMY (GANAXOLONE) SUSPENSION [IMMEDICA PHARMA US INC]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d91612c4-b03a-4be4-a1ee-6a13e3b83d4e",05-20-2026,d91612c4-b03a-4be4-a1ee-6a13e3b83d4e,"Dec 01, 2025",ZTALMY (GANAXOLONE) SUSPENSION [IMMEDICA PHARMA US INC],https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d91612c4-b03a-4be4-a1ee-6a13e3b83d4e,,,ganaxolone; Ztalmy; CCD1042,2e4628f652ce3c3f93c3cd1aadb2bba04203f648bc70f0e6d35c5b54d3cd3878
lacosamide,no_boxed_warning_in_selected_label,No FDA boxed warning identified in selected current DailyMed label.,"FDA/DailyMed SPL; status=no_boxed_warning_in_selected_label; setid=9e79b42c-38a3-4b2c-a196-a5a1948250e2; published=May 13, 2026; title=VIMPAT (LACOSAMIDE) TABLET, FILM COATED VIMPAT (LACOSAMIDE) INJECTION VIMPAT (LACOSAMIDE) SOLUTION [UCB, INC.]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9e79b42c-38a3-4b2c-a196-a5a1948250e2",05-20-2026,9e79b42c-38a3-4b2c-a196-a5a1948250e2,"May 13, 2026","VIMPAT (LACOSAMIDE) TABLET, FILM COATED VIMPAT (LACOSAMIDE) INJECTION VIMPAT (LACOSAMIDE) SOLUTION [UCB, INC.]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9e79b42c-38a3-4b2c-a196-a5a1948250e2,,,lacosamide; Motpoly XR; Vimpat; SPM 927,2e4628f652ce3c3f93c3cd1aadb2bba04203f648bc70f0e6d35c5b54d3cd3878
lamotrigine,boxed_warning_found,"WARNING: SERIOUS SKIN RASHES LAMICTAL can cause serious rashes requiring hospitalization and discontinuation of treatment. The incidence of these rashes, which have included Stevens-Johnson syndrome, is approximately 0.3% to 0.8% in pediatric patients (aged 2 to 17 years) and 0.08% to 0.3% in adults receiving LAMICTAL. One rash-related death was reported in a prospectively followed cohort of 1,983 pediatric patients (aged 2 to 16 years) with epilepsy taking LAMICTAL as adjunctive therapy. In worldwide postmarketing experience, rare cases of toxic epidermal necrolysis and/or rash-related death have been reported in adult and pediatric patients, but their numbers are too few to permit a precise estimate of the rate. In addition to age, factors that may increase the risk of occurrence or the severity of rash caused by LAMICTAL include (1) coadministration of LAMICTAL with valproate (includes valproic acid and divalproex sodium), (2) exceeding the recommended initial dose of LAMICTAL, (3) exceeding the recommended dose escalation for LAMICTAL, or (4) the presence of the HLA-B*1502 allele. However, cases have occurred in the absence of these factors. Nearly all cases of life-threatening rashes caused by LAMICTAL have occurred within 2 to 8 weeks of treatment initiation. However, isolated cases have occurred after prolonged treatment (e.g., 6 months). Accordingly, duration of therapy cannot be relied upon as means to predict the potential risk heralded by the first appearance of a rash. Although benign rashes are also caused by LAMICTAL, it is not possible to predict reliably which rashes will prove to be serious or life threatening. Accordingly, LAMICTAL should ordinarily be discontinued at the first sign of rash, unless the rash is clearly not drug related. Discontinuation of treatment may not prevent a rash from becoming life threatening or permanently disabling or disfiguring [see Warnings and Precautions ( 5.1 )] . WARNING: SERIOUS SKIN RASHES See full prescribing information for complete boxed warning. • Cases of life-threatening serious rashes, including Stevens-Johnson syndrome and toxic epidermal necrolysis, and/or rash-related death have been caused by lamotrigine. The rate of serious rash is greater in pediatric patients than in adults. Additional factors that may increase the risk of rash include: o coadministration with valproate. o exceeding recommended initial dose of LAMICTAL. o exceeding recommended dose escalation for LAMICTAL. o presence of the HLA-B*1502 allele. ( 5.1 ) • Benign rashes are also caused by lamotrigine; however, it is not possible to predict which rashes will prove to be serious or life threatening. LAMICTAL should be discontinued at the first sign of rash, unless the rash is clearly not drug related. ( 5.1 )","FDA/DailyMed SPL; status=boxed_warning_found; setid=d7e3572d-56fe-4727-2bb4-013ccca22678; published=Nov 17, 2025; title=LAMICTAL (LAMOTRIGINE) TABLET LAMICTAL (LAMOTRIGINE) TABLET, FOR SUSPENSION LAMICTAL ODT (LAMOTRIGINE) TABLET, ORALLY DISINTEGRATING LAMICTAL (LAMOTRIGINE) KIT [GLAXOSMITHKLINE LLC]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d7e3572d-56fe-4727-2bb4-013ccca22678",05-20-2026,d7e3572d-56fe-4727-2bb4-013ccca22678,"Nov 17, 2025","LAMICTAL (LAMOTRIGINE) TABLET LAMICTAL (LAMOTRIGINE) TABLET, FOR SUSPENSION LAMICTAL ODT (LAMOTRIGINE) TABLET, ORALLY DISINTEGRATING LAMICTAL (LAMOTRIGINE) KIT [GLAXOSMITHKLINE LLC]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d7e3572d-56fe-4727-2bb4-013ccca22678,WARNING: SERIOUS SKIN RASHES,34066-1,lamotrigine; Lamictal; Lamictal CD; Lamictal ODT; Lamictal XR; Logem,6256dac81dddf67fc58f2138bba4900748fbff4b60e13564e8830fe1af77b3a0
levetiracetam,no_boxed_warning_in_selected_label,No FDA boxed warning identified in selected current DailyMed label.,"FDA/DailyMed SPL; status=no_boxed_warning_in_selected_label; setid=2919e43b-69a8-434c-a2d2-1f3ecd7554c0; published=Jun 26, 2025; title=KEPPRA XR (LEVETIRACETAM) TABLET, FILM COATED, EXTENDED RELEASE [UCB, INC.]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2919e43b-69a8-434c-a2d2-1f3ecd7554c0",05-20-2026,2919e43b-69a8-434c-a2d2-1f3ecd7554c0,"Jun 26, 2025","KEPPRA XR (LEVETIRACETAM) TABLET, FILM COATED, EXTENDED RELEASE [UCB, INC.]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2919e43b-69a8-434c-a2d2-1f3ecd7554c0,,,levetiracetam; Desitrend; Eltam; Elepsia XR; Keppra; Keppra XR; Roweepra; Roweepra XR; Spritam,2e4628f652ce3c3f93c3cd1aadb2bba04203f648bc70f0e6d35c5b54d3cd3878
lorazepam,boxed_warning_found,"WARNING: RISKS FROM CONCOMITANT USE WITH OPIOIDS ; ABUSE, MISUSE, AND ADDICTION; and DEPENDENCE AND WITHDRAWAL REACTIONS Concomitant use of benzodiazepines and opioids may result in profound sedation, respiratory depression, coma, and death. Reserve concomitant prescribing of these drugs in patients for whom alternative treatment options are inadequate. Limit dosages and durations to the minimum required. Follow patients for signs and symptoms of respiratory depression and sedation (see WARNINGS and PRECAUTIONS ). The use of benzodiazepines, including ATIVAN Injection, exposes users to risks of abuse, misuse, and addiction, which can lead to overdose or death. Abuse and misuse of benzodiazepines commonly involve concomitant use of other medications, alcohol, and/or illicit substances, which is associated with an increased frequency of serious adverse outcomes. Before prescribing ATIVAN Injection and throughout treatment, assess each patient’s risk for abuse, misuse, and addiction (see WARNINGS ) . The continued use of benzodiazepines for several days to weeks may lead to clinically significant physical dependence. The risks of dependence and withdrawal increase with longer treatment duration and higher daily dose. Although ATIVAN Injection is indicated only for intermittent use (see INDICATIONS AND USAGE and DOSAGE AND ADMINISTRATION ), if used more frequently than recommended, abrupt discontinuation or rapid dosage reduction of ATIVAN Injection may precipitate acute withdrawal reactions, which can be life-threatening. For patients using ATIVAN Injection more frequently than recommended, to reduce the risk of withdrawal reactions, use a gradual taper to discontinue ATIVAN Injection (see WARNINGS ).","FDA/DailyMed SPL; status=boxed_warning_found; setid=5fc0e987-61c9-40c4-b0d5-fcea07c8733e; published=Apr 10, 2023; title=ATIVAN (LORAZEPAM) INJECTION [HIKMA PHARMACEUTICALS USA INC.]; url=https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5fc0e987-61c9-40c4-b0d5-fcea07c8733e",05-20-2026,5fc0e987-61c9-40c4-b0d5-fcea07c8733e,"Apr 10, 2023",ATIVAN (LORAZEPAM) INJECTION [HIKMA PHARMACEUTICALS USA INC.],https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5fc0e987-61c9-40c4-b0d5-fcea07c8733e,,34066-1,lorazepam; Ativan; Loreev XR,601a7648e5c0934d97d552e32a71f1d2e72c861144028325904b67587be863ea
