generic_name,label,pmid,title,active_rate_percent,placebo_rate_percent,differential_percent,dose_or_regimen,endpoint,included_in_csv_summary,extraction_status,audit_note,pubmed_url
cenobamate,Lee2025,41144696,"A randomized, double-blind, placebo-controlled, multicenter study to evaluate the efficacy and safety of adjunctive cenobamate in Asian patients with focal seizures.",52.4,2.6,49.8,cenobamate 400 mg/day,focal seizures,yes,differential_extracted,Abstract reports 400 mg/day median seizure-frequency change and seizure-free rates during maintenance.,https://pubmed.ncbi.nlm.nih.gov/41144696/
cenobamate,Chung2020,32409485,Randomized phase 2 study of adjunctive cenobamate in patients with uncontrolled focal seizures.,28.3,8.8,19.5,cenobamate 200 mg/day,focal seizures,yes,differential_extracted,"Abstract reports the maximum dose tested in this phase II RCT: 200 mg/day responder, median seizure-frequency reduction, and maintenance seizure-free rates.",https://pubmed.ncbi.nlm.nih.gov/32409485/
cenobamate,Vossler2020,32313503,"Remarkably High Efficacy of Cenobamate in Adults With Focal-Onset Seizures: A Double-Blind, Randomized, Placebo-Controlled Trial.",,,,,,no,reviewed_no_extractable_differential,No PubMed abstract efficacy values available for extraction.,https://pubmed.ncbi.nlm.nih.gov/32313503/
cenobamate,Krauss2019,31734103,"Safety and efficacy of adjunctive cenobamate (YKP3089) in patients with uncontrolled focal seizures: a multicentre, double-blind, randomised, placebo-controlled, dose-response trial.",,,,cenobamate 400 mg/day,focal seizures,no,reviewed_no_extractable_differential,Abstract reports 400 mg/day responder and median seizure-frequency reduction values.,https://pubmed.ncbi.nlm.nih.gov/31734103/
cenobamate,KasteleijnNolstTrenite2019,31292226,Suppression of the photoparoxysmal response in photosensitive epilepsy with cenobamate (YKP3089).,,,,,,no,reviewed_no_extractable_differential,"Photosensitivity proof-of-principle study reported PPR suppression, not seizure-frequency RR50/MPC/seizure-freedom outcomes.",https://pubmed.ncbi.nlm.nih.gov/31292226/
clobazam,Ng2011,21956725,"Randomized, phase III study results of clobazam in Lennox-Gastaut syndrome.",,,,clobazam 1.0 mg/kg/day,LGS drop seizures,no,reviewed_no_extractable_differential,Abstract reports highest-dose clobazam RR50 and average weekly drop-seizure-rate decrease versus placebo.,https://pubmed.ncbi.nlm.nih.gov/21956725/
clonazepam,Navarro2015,26627366,"Prehospital treatment with levetiracetam plus clonazepam or placebo plus clonazepam in status epilepticus (SAMUKeppra): a randomised, double-blind, phase 3 trial.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/26627366/
clonazepam,Dahlin2000,10714402,Reduction of epileptiform activity in response to low-dose clonazepam in children with epilepsy: a randomized double-blind study.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/10714402/
diazepam,vanTuijl2021,33465768,Treatment with Diazepam in Acute Stroke Prevents Poststroke Seizures: A Substudy of the EGASIS Trial.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/33465768/
diazepam,Cereghino1998,9818845,Treating repetitive seizures with a rectal diazepam formulation: a randomized study. The North American Diastat Study Group.,55.0,34.0,21.0,single caregiver-administered rectal diazepam dose,acute repetitive seizure post-treatment seizure freedom,yes,differential_extracted,Abstract reports post-treatment seizure freedom for Diastat and placebo.,https://pubmed.ncbi.nlm.nih.gov/9818845/
diazepam,Uhari1995,7776115,Effect of acetaminophen and of low intermittent doses of diazepam on prevention of recurrences of febrile seizures.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/7776115/
diazepam,Rosman1993,8510706,A controlled trial of diazepam administered during febrile illnesses to prevent recurrence of febrile seizures.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/8510706/
diazepam,Autret1990,2202804,"Double-blind, randomized trial of diazepam versus placebo for prevention of recurrence of febrile seizures.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/2202804/
divalproex sodium,Willmore1996,8559420,Efficacy and safety of add-on divalproex sodium in the treatment of complex partial seizures. The M88-194 Study Group.,,,,add-on divalproex sodium,complex partial seizures,no,reviewed_no_extractable_differential,"Abstract reports >=50% seizure-frequency reduction rates; median outcome was an absolute seizure-count reduction, not a percentage MPC.",https://pubmed.ncbi.nlm.nih.gov/8559420/
eslicarbazepine acetate,Koepp2026,41722592,"Safety and efficacy of eslicarbazepine acetate for seizure prevention in patients with stroke at high risk of developing post-stroke epilepsy: a proof-of-concept, phase 2a, randomised, double-blind, placebo-controlled antiepileptogenesis trial.",,,,,,no,reviewed_no_extractable_differential,Post-stroke seizure-prevention proof-of-concept trial; not a seizure-frequency RR50/MPC epilepsy-treatment endpoint.,https://pubmed.ncbi.nlm.nih.gov/41722592/
eslicarbazepine acetate,Kirkham2020,32151803,"Efficacy and safety of eslicarbazepine acetate as adjunctive therapy for refractory focal-onset seizures in children: A double-blind, randomized, placebo-controlled, parallel-group, multicenter, phase-III clinical trial.",,,,,,no,reviewed_no_extractable_differential,Pediatric study used 20-30 mg/kg/day but reports LS mean relative change and no extractable max-dose RR50.,https://pubmed.ncbi.nlm.nih.gov/32151803/
eslicarbazepine acetate,Mintzer2018,29499473,Effects of adjunctive eslicarbazepine acetate on serum lipids in patients with partial-onset seizures: Impact of concomitant statins and enzyme-inducing antiepileptic drugs.,,,,,,no,reviewed_no_extractable_differential,"Post hoc lipid analysis, not a primary efficacy report.",https://pubmed.ncbi.nlm.nih.gov/29499473/
eslicarbazepine acetate,Sperling2014,25528898,"Eslicarbazepine acetate as adjunctive therapy in patients with uncontrolled partial-onset seizures: Results of a phase III, double-blind, randomized, placebo-controlled trial.",,,,ESL 1200 mg/day,partial-onset seizures,no,reviewed_no_extractable_differential,Abstract reports max-dose RR50. Median active/placebo reductions were not extractable from the abstract.,https://pubmed.ncbi.nlm.nih.gov/25528898/
eslicarbazepine acetate,BenMenachem2010,20299189,Eslicarbazepine acetate as adjunctive therapy in adult patients with partial epilepsy.,,,,ESL 1200 mg/day,partial-onset seizures,no,reviewed_no_extractable_differential,Abstract reports 1200 mg/day responder and median relative seizure-frequency reduction values.,https://pubmed.ncbi.nlm.nih.gov/20299189/
eslicarbazepine acetate,GilNagel2009,19832771,Efficacy and safety of 800 and 1200 mg eslicarbazepine acetate as adjunctive treatment in adults with refractory partial-onset seizures.,,,,ESL 1200 mg/day,partial-onset seizures,no,reviewed_no_extractable_differential,Abstract reports 1200 mg/day responder and median relative seizure-frequency reduction values.,https://pubmed.ncbi.nlm.nih.gov/19832771/
eslicarbazepine acetate,Elger2009,19243424,"Efficacy and safety of eslicarbazepine acetate as adjunctive treatment in adults with refractory partial-onset seizures: a randomized, double-blind, placebo-controlled, parallel-group phase III study.",,,,ESL 1200 mg/day,partial-onset seizures,no,reviewed_no_extractable_differential,Abstract reports max-dose responder and median relative seizure-frequency reduction values.,https://pubmed.ncbi.nlm.nih.gov/19243424/
eslicarbazepine acetate,Elger2007,17319919,"Eslicarbazepine acetate: a double-blind, add-on, placebo-controlled exploratory trial in adult patients with partial-onset seizures.",,,,ESL titrated to 1200 mg/day once daily,partial-onset seizures,no,reviewed_no_extractable_differential,Exploratory trial titrated the once-daily group to 1200 mg/day and reports responder rates. Placebo seizure-free percentage was not reported.,https://pubmed.ncbi.nlm.nih.gov/17319919/
everolimus,French2016,27613521,"Adjunctive everolimus therapy for treatment-resistant focal-onset seizures associated with tuberous sclerosis (EXIST-3): a phase 3, randomised, double-blind, placebo-controlled study.",,,,everolimus high-exposure trough 9-15 ng/mL,TSC-associated focal-onset seizures,no,reviewed_no_extractable_differential,Abstract reports high-exposure response rate and median percentage seizure-frequency reduction versus placebo.,https://pubmed.ncbi.nlm.nih.gov/27613521/
ezogabine,Lim2016,27376872,"Efficacy and safety of retigabine/ezogabine as adjunctive therapy in adult Asian patients with drug-resistant partial-onset seizures: A randomized, placebo-controlled Phase III study.",,,,ezogabine/retigabine 600 mg/day,partial-onset seizures,no,reviewed_no_extractable_differential,Asian phase III trial was stopped early; abstract reports 600 mg/day as the higher-performing arm versus placebo.,https://pubmed.ncbi.nlm.nih.gov/27376872/
ezogabine,French2011,21451152,"Randomized, double-blind, placebo-controlled trial of ezogabine (retigabine) in partial epilepsy.",,,,ezogabine/retigabine 1200 mg/day,partial-onset seizures,no,reviewed_no_extractable_differential,Abstract reports 1200 mg/day double-blind-period values.,https://pubmed.ncbi.nlm.nih.gov/21451152/
ezogabine,Brodie2010,20944074,Efficacy and safety of adjunctive ezogabine (retigabine) in refractory partial epilepsy.,,,,ezogabine/retigabine 900 mg/day,partial-onset seizures,no,reviewed_no_extractable_differential,Abstract reports the highest effective arm in this RCT: 900 mg/day responder and median seizure-reduction values.,https://pubmed.ncbi.nlm.nih.gov/20944074/
ezogabine,Porter2007,17420403,"Randomized, multicenter, dose-ranging trial of retigabine for partial-onset seizures.",,,,retigabine 1200 mg/day,partial-onset seizures,no,reviewed_no_extractable_differential,Abstract reports dose-ranging 1200 mg/day values.,https://pubmed.ncbi.nlm.nih.gov/17420403/
felbamate,Siegel1999,10210023,The efficacy of felbamate as add-on therapy to valproic acid in the Lennox-Gastaut syndrome.,,,,,,no,reviewed_no_extractable_differential,"Small crossover add-on study reports fewer seizures on felbamate plus valproate, but not an extractable arm-specific RR50/MPC/seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/10210023/
felbamate,Devinsky1995,7796796,Efficacy of felbamate monotherapy in patients undergoing presurgical evaluation of partial seizures.,,,,,,no,reviewed_no_extractable_differential,"Presurgical monotherapy trial reports daily seizure frequency ranks and completer seizure reductions, but no extractable active/placebo RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/7796796/
felbamate,Bourgeois1993,8469324,Felbamate: a double-blind controlled trial in patients undergoing presurgical evaluation of partial seizures.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/8469324/
felbamate,FelbamateStudyGroupinLennoxGastautSyndrome1993,8347179,Efficacy of felbamate in childhood epileptic encephalopathy (Lennox-Gastaut syndrome).,,,,felbamate up to 45 mg/kg/day or 3600 mg/day,LGS seizures,no,reviewed_no_extractable_differential,Abstract reports total seizure frequency decreased 19% with felbamate versus a 4% increase with placebo.,https://pubmed.ncbi.nlm.nih.gov/8347179/
felbamate,Leppik1991,1944909,Felbamate for partial seizures: results of a controlled clinical trial.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/1944909/
felbamate,Theodore1991,2044501,Felbamate: a clinical trial for complex partial seizures.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/2044501/
fenfluramine,Sullivan2023,37543865,"Fenfluramine in the treatment of Dravet syndrome: Results of a third randomized, placebo-controlled clinical trial.",,,,fenfluramine 0.7 mg/kg/day,Dravet monthly convulsive seizure frequency,no,reviewed_no_extractable_differential,Abstract reports RR50 and a placebo-adjusted 64.8% greater reduction at 0.7 mg/kg/day.,https://pubmed.ncbi.nlm.nih.gov/37543865/
fenfluramine,Knupp2022,35499850,Efficacy and Safety of Fenfluramine for the Treatment of Seizures Associated With Lennox-Gastaut Syndrome: A Randomized Clinical Trial.,,,,fenfluramine 0.7 mg/kg/day,LGS drop seizures,no,reviewed_no_extractable_differential,Abstract reports RR50 and estimated median difference for the LGS 0.7 mg/kg/day arm.,https://pubmed.ncbi.nlm.nih.gov/35499850/
fenfluramine,Sullivan2021,33540241,Fenfluramine responder analyses and numbers needed to treat: Translating epilepsy trial data into clinical practice.,,,,,,no,reviewed_no_extractable_differential,Responder-analysis/NNT publication; source RCT values are captured from the primary RCT reports.,https://pubmed.ncbi.nlm.nih.gov/33540241/
fenfluramine,Nabbout2020,31790543,Fenfluramine for Treatment-Resistant Seizures in Patients With Dravet Syndrome Receiving Stiripentol-Inclusive Regimens: A Randomized Clinical Trial.,,,,fenfluramine 0.4 mg/kg/day with stiripentol,Dravet monthly convulsive seizure frequency,no,reviewed_no_extractable_differential,Abstract reports RR50 and placebo-adjusted mean monthly convulsive seizure-frequency reduction in the stiripentol-inclusive regimen max dose.,https://pubmed.ncbi.nlm.nih.gov/31790543/
fenfluramine,Lagae2019,31862249,"Fenfluramine hydrochloride for the treatment of seizures in Dravet syndrome: a randomised, double-blind, placebo-controlled trial.",,,,fenfluramine 0.7 mg/kg/day,Dravet monthly convulsive seizure frequency,no,reviewed_no_extractable_differential,Abstract reports median reductions for 0.7 mg/kg/day and placebo; RR50 was not reported in the abstract.,https://pubmed.ncbi.nlm.nih.gov/31862249/
fosphenytoin,Gwer2013,24135012,Fosphenytoin for seizure prevention in childhood coma in Africa: a randomized clinical trial.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/24135012/
gabapentin,Yamauchi2006,16884455,"Treatment of partial seizures with gabapentin: double-blind, placebo-controlled, parallel-group study.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/16884455/
gabapentin,Zhu2005,15774213,[Curative effect of gabapentin on refractory epilepsy].,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/15774213/
gabapentin,Appleton1999,10448830,"Gabapentin as add-on therapy in children with refractory partial seizures: a 12-week, multicentre, double-blind, placebo-controlled study. Gabapentin Paediatric Study Group.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/10448830/
gabapentin,Leach1997,9120451,"Gabapentin and cognition: a double blind, dose ranging, placebo controlled study in refractory epilepsy.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/9120451/
gabapentin,Trudeau1996,9120226,"Gabapentin in naive childhood absence epilepsy: results from two double-blind, placebo-controlled, multicenter studies.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/9120226/
gabapentin,Dimond1996,8771597,Effect of gabapentin (Neurontin) [corrected] on mood and well-being in patients with epilepsy.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/8771597/
gabapentin,BenMenachem1995,8536677,Seizure frequency and CSF parameters in a double-blind placebo controlled trial of gabapentin in patients with intractable complex partial seizures.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/8536677/
gabapentin,Anhut1994,8082624,"Gabapentin (Neurontin) as add-on therapy in patients with partial seizures: a double-blind, placebo-controlled study. The International Gabapentin Study Group.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/8082624/
gabapentin,PMID1993,8232945,"Gabapentin as add-on therapy in refractory partial epilepsy: a double-blind, placebo-controlled, parallel-group study. The US Gabapentin Study Group No. 5.",,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/8232945/
gabapentin,Sivenius1991,1907907,Double-blind study of Gabapentin in the treatment of partial seizures.,,,,,,no,reviewed_no_extractable_differential,"Reviewed PubMed title/abstract; no extractable maximum-effective-dose RR50, MPC, or seizure-freedom differential.",https://pubmed.ncbi.nlm.nih.gov/1907907/
gabapentin,PMID1990,1971862,Gabapentin in partial epilepsy. UK Gabapentin Study Group.,,,,gabapentin 1200 mg/day,partial seizures,no,reviewed_no_extractable_differential,Abstract reports 1200 mg/day responder and median partial-seizure reduction values.,https://pubmed.ncbi.nlm.nih.gov/1971862/
ganaxolone,Downs2024,38959712,Effects of ganaxolone on non-seizure outcomes in CDKL5 Deficiency Disorder: Double-blind placebo-controlled randomized trial.,,,,,,no,reviewed_no_extractable_differential,Non-seizure outcomes analysis; seizure efficacy data are not extractable from this PubMed abstract.,https://pubmed.ncbi.nlm.nih.gov/38959712/
ganaxolone,Sullivan2023,36870093,"Phase 2, placebo-controlled clinical study of oral ganaxolone in PCDH19-clustering epilepsy.",,,,ganaxolone up to 63 mg/kg/day or 1800 mg/day,PCDH19-clustering seizures,no,reviewed_no_extractable_differential,Abstract reports median percentage change in 28-day seizure frequency.,https://pubmed.ncbi.nlm.nih.gov/36870093/
ganaxolone,Knight2022,35429480,"Safety and efficacy of ganaxolone in patients with CDKL5 deficiency disorder: results from the double-blind phase of a randomised, placebo-controlled, phase 3 trial.",,,,ganaxolone up to 63 mg/kg/day or 1800 mg/day,CDD-associated major motor seizures,no,reviewed_no_extractable_differential,Abstract reports the Hodges-Lehmann placebo-adjusted median difference for 28-day major motor seizure-frequency change.,https://pubmed.ncbi.nlm.nih.gov/35429480/
ganaxolone,Sperling2017,28230252,"Randomized, double-blind, placebo-controlled phase 2 study of ganaxolone as add-on therapy in adults with uncontrolled partial-onset seizures.",,,,ganaxolone 1500 mg/day,partial-onset seizures,no,reviewed_no_extractable_differential,Abstract reports responder rates and mean percent change. The mean percent change is retained with an explicit note because a median value was not reported.,https://pubmed.ncbi.nlm.nih.gov/28230252/
lacosamide,Makedonska2024,38375995,Efficacy and tolerability of adjunctive lacosamide in patients aged <4 years with focal seizures.,,,,lacosamide 8-12 mg/kg/day,focal seizures in patients aged <4 years,no,reviewed_no_extractable_differential,Abstract reports 50% responder rates and placebo-adjusted electrographic focal-seizure ADF reduction; efficacy was not statistically superior to placebo.,https://pubmed.ncbi.nlm.nih.gov/38375995/
lacosamide,Vossler2020,32817358,"Efficacy and safety of adjunctive lacosamide in the treatment of primary generalised tonic-clonic seizures: a double-blind, randomised, placebo-controlled trial.",31.3,17.2,14.1,lacosamide up to 12 mg/kg/day or 400 mg/day,primary generalized tonic-clonic seizures,yes,differential_extracted,Abstract reports RR50 and Kaplan-Meier seizure freedom at day 166.,https://pubmed.ncbi.nlm.nih.gov/32817358/
lacosamide,Farkas2019,31462582,Efficacy and tolerability of adjunctive lacosamide in pediatric patients with focal seizures.,,,,lacosamide target weight-based pediatric regimen,pediatric focal seizures,no,reviewed_no_extractable_differential,Abstract reports pediatric target-regimen responder and median seizure-frequency reduction values.,https://pubmed.ncbi.nlm.nih.gov/31462582/
lacosamide,FoldvarySchaefer2017,28866338,Wake up to sleep: The effects of lacosamide on daytime sleepiness in adults with epilepsy.,,,,,,no,reviewed_no_extractable_differential,"Sleep/cognition study, not a seizure efficacy report.",https://pubmed.ncbi.nlm.nih.gov/28866338/
lacosamide,Hong2016,27669155,"Efficacy and safety of adjunctive lacosamide for the treatment of partial-onset seizures in Chinese and Japanese adults: A randomized, double-blind, placebo-controlled study.",,,,,,no,reviewed_no_extractable_differential,Abstract reports placebo-adjusted percentage reduction over placebo but not arm-specific responder or median values for the max-dose rollup.,https://pubmed.ncbi.nlm.nih.gov/27669155/
lacosamide,Rudd2015,25933358,Lacosamide cardiac safety: clinical trials in patients with partial-onset seizures.,,,,,,no,reviewed_no_extractable_differential,"Cardiac safety analysis, not a seizure efficacy report.",https://pubmed.ncbi.nlm.nih.gov/25933358/
lacosamide,Chung2010,20132285,Lacosamide as adjunctive therapy for partial-onset seizures: a randomized controlled trial.,,,,lacosamide 400 mg/day,partial-onset seizures,no,reviewed_no_extractable_differential,Abstract reports 400 mg/day responder and median seizure-frequency reduction values.,https://pubmed.ncbi.nlm.nih.gov/20132285/
lacosamide,Halasz2009,19183227,Adjunctive lacosamide for partial-onset seizures: Efficacy and safety results from a randomized controlled trial.,,,,lacosamide 400 mg/day,partial-onset seizures,no,reviewed_no_extractable_differential,Abstract reports 400 mg/day responder and median seizure-frequency reduction values.,https://pubmed.ncbi.nlm.nih.gov/19183227/
