id,severity,kind,generic_name,source,column,safe_to_apply,requires_approval,summary,evidence_url,current_value,proposed_value
rct_pubmed_concordance_problem-f21f62f016b2,high,rct_pubmed_concordance_problem,ganaxolone,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks seizure/epilepsy context.,https://pubmed.ncbi.nlm.nih.gov/35429480/,Knight2022|https://pubmed.ncbi.nlm.nih.gov/35429480/,update_check on 07-12-2026: PMID 35429480 needs manual review for ganaxolone; PubMed validation reason: title lacks seizure/epilepsy context.
new_pubmed_phase_ii_iii_rct-bf8800252922,high,new_pubmed_phase_ii_iii_rct,lacosamide,PubMed,pubmed_phase_ii_iii_rct_links,True,False,"New qualifying placebo-controlled randomized phase II/III ASM trial report: Safety and tolerability of lacosamide as adjunctive therapy for adults with partial-onset seizures: Analysis of data pooled from three randomized, double-blind, placebo-controlled clinical trials.",https://pubmed.ncbi.nlm.nih.gov/26414341/,Makedonska2024|https://pubmed.ncbi.nlm.nih.gov/38375995/; Vossler2020|https://pubmed.ncbi.nlm.nih.gov/32817358/; Farkas2019|https://pubmed.ncbi.nlm.nih.gov/31462582/; FoldvarySchaefer2017|https://pubmed.ncbi.nlm.nih.gov/28866338/; Hong2016|https://pubmed.ncbi.nlm.nih.gov/27669155/; Rudd2015|https://pubmed.ncbi.nlm.nih.gov/25933358/; Chung2010|https://pubmed.ncbi.nlm.nih.gov/20132285/; Halasz2009|https://pubmed.ncbi.nlm.nih.gov/19183227/; BenMenachem2007|https://pubmed.ncbi.nlm.nih.gov/17635557/,Biton2015|https://pubmed.ncbi.nlm.nih.gov/26414341/
rct_pubmed_concordance_problem-ac5668444658,high,rct_pubmed_concordance_problem,lacosamide,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks primary randomized/placebo/phase trial language.,https://pubmed.ncbi.nlm.nih.gov/38375995/,Makedonska2024|https://pubmed.ncbi.nlm.nih.gov/38375995/,update_check on 07-12-2026: PMID 38375995 needs manual review for lacosamide; PubMed validation reason: title lacks primary randomized/placebo/phase trial language.
rct_pubmed_concordance_problem-8ab059fc3f77,high,rct_pubmed_concordance_problem,lacosamide,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks primary randomized/placebo/phase trial language.,https://pubmed.ncbi.nlm.nih.gov/31462582/,Farkas2019|https://pubmed.ncbi.nlm.nih.gov/31462582/,update_check on 07-12-2026: PMID 31462582 needs manual review for lacosamide; PubMed validation reason: title lacks primary randomized/placebo/phase trial language.
rct_pubmed_concordance_problem-4cd517de97e9,high,rct_pubmed_concordance_problem,lacosamide,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks primary randomized/placebo/phase trial language.,https://pubmed.ncbi.nlm.nih.gov/17635557/,BenMenachem2007|https://pubmed.ncbi.nlm.nih.gov/17635557/,update_check on 07-12-2026: PMID 17635557 needs manual review for lacosamide; PubMed validation reason: title lacks primary randomized/placebo/phase trial language.
rct_pubmed_concordance_problem-f288e479840a,high,rct_pubmed_concordance_problem,lamotrigine,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks primary randomized/placebo/phase trial language.,https://pubmed.ncbi.nlm.nih.gov/17938371/,Naritoku2007|https://pubmed.ncbi.nlm.nih.gov/17938371/,update_check on 07-12-2026: PMID 17938371 needs manual review for lamotrigine; PubMed validation reason: title lacks primary randomized/placebo/phase trial language.
rct_pubmed_concordance_problem-298b64861dc0,high,rct_pubmed_concordance_problem,lamotrigine,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks primary randomized/placebo/phase trial language.,https://pubmed.ncbi.nlm.nih.gov/16847080/,Trevathan2006|https://pubmed.ncbi.nlm.nih.gov/16847080/,update_check on 07-12-2026: PMID 16847080 needs manual review for lamotrigine; PubMed validation reason: title lacks primary randomized/placebo/phase trial language.
rct_pubmed_concordance_problem-14890f602f07,high,rct_pubmed_concordance_problem,lamotrigine,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks primary randomized/placebo/phase trial language.,https://pubmed.ncbi.nlm.nih.gov/10403222/,Frank1999|https://pubmed.ncbi.nlm.nih.gov/10403222/,update_check on 07-12-2026: PMID 10403222 needs manual review for lamotrigine; PubMed validation reason: title lacks primary randomized/placebo/phase trial language.
rct_pubmed_concordance_problem-dbf9587a2d25,high,rct_pubmed_concordance_problem,lamotrigine,PubMed,pubmed_phase_ii_iii_rct_links,False,True,Existing RCT link may be assigned to the wrong drug or may not meet the phase II/III placebo-controlled randomized epilepsy criteria: title lacks primary randomized/placebo/phase trial language.,https://pubmed.ncbi.nlm.nih.gov/9400037/,Motte1997|https://pubmed.ncbi.nlm.nih.gov/9400037/,update_check on 07-12-2026: PMID 9400037 needs manual review for lamotrigine; PubMed validation reason: title lacks primary randomized/placebo/phase trial language.
new_pubmed_phase_ii_iii_rct-8b7ad605cd48,high,new_pubmed_phase_ii_iii_rct,levetiracetam,PubMed,pubmed_phase_ii_iii_rct_links,True,False,"New qualifying placebo-controlled randomized phase II/III ASM trial report: A randomized, double-blind, placebo-controlled, time-to-event study of the efficacy and safety of JNJ-40411813 in combination with levetiracetam or brivaracetam in patients with focal onset seizures.",https://pubmed.ncbi.nlm.nih.gov/41175011/,PeterDerex2022|https://pubmed.ncbi.nlm.nih.gov/35963261/; Wu2018|https://pubmed.ncbi.nlm.nih.gov/30525116/; Navarro2015|https://pubmed.ncbi.nlm.nih.gov/26627366/; Larsson2012|https://pubmed.ncbi.nlm.nih.gov/22494796/; Fattore2011|https://pubmed.ncbi.nlm.nih.gov/21320119/; Xiao2009|https://pubmed.ncbi.nlm.nih.gov/19176965/; PinaGarza2009|https://pubmed.ncbi.nlm.nih.gov/19243423/; Peltola2009|https://pubmed.ncbi.nlm.nih.gov/19317886/; Wu2008|https://pubmed.ncbi.nlm.nih.gov/18657175/; Berkovic2007|https://pubmed.ncbi.nlm.nih.gov/17625106/; Tsai2006|https://pubmed.ncbi.nlm.nih.gov/16417534/; Glauser2006|https://pubmed.ncbi.nlm.nih.gov/16641323/; Boon2002|https://pubmed.ncbi.nlm.nih.gov/11823112/; Shorvon2000|https://pubmed.ncbi.nlm.nih.gov/10999557/; Cereghino2000|https://pubmed.ncbi.nlm.nih.gov/10908898/; Betts2000|https://pubmed.ncbi.nlm.nih.gov/10845730/; BenMenachem2000|https://pubmed.ncbi.nlm.nih.gov/11051122/,French2025|https://pubmed.ncbi.nlm.nih.gov/41175011/
new_pubmed_phase_ii_iii_rct-16b3cb361b31,high,new_pubmed_phase_ii_iii_rct,levetiracetam,PubMed,pubmed_phase_ii_iii_rct_links,True,False,New qualifying placebo-controlled randomized phase II/III ASM trial report: High-frequency oscillations in epileptic and non-epileptic Alzheimer's disease patients and the differential effect of levetiracetam on the oscillations.,https://pubmed.ncbi.nlm.nih.gov/39949405/,PeterDerex2022|https://pubmed.ncbi.nlm.nih.gov/35963261/; Wu2018|https://pubmed.ncbi.nlm.nih.gov/30525116/; Navarro2015|https://pubmed.ncbi.nlm.nih.gov/26627366/; Larsson2012|https://pubmed.ncbi.nlm.nih.gov/22494796/; Fattore2011|https://pubmed.ncbi.nlm.nih.gov/21320119/; Xiao2009|https://pubmed.ncbi.nlm.nih.gov/19176965/; PinaGarza2009|https://pubmed.ncbi.nlm.nih.gov/19243423/; Peltola2009|https://pubmed.ncbi.nlm.nih.gov/19317886/; Wu2008|https://pubmed.ncbi.nlm.nih.gov/18657175/; Berkovic2007|https://pubmed.ncbi.nlm.nih.gov/17625106/; Tsai2006|https://pubmed.ncbi.nlm.nih.gov/16417534/; Glauser2006|https://pubmed.ncbi.nlm.nih.gov/16641323/; Boon2002|https://pubmed.ncbi.nlm.nih.gov/11823112/; Shorvon2000|https://pubmed.ncbi.nlm.nih.gov/10999557/; Cereghino2000|https://pubmed.ncbi.nlm.nih.gov/10908898/; Betts2000|https://pubmed.ncbi.nlm.nih.gov/10845730/; BenMenachem2000|https://pubmed.ncbi.nlm.nih.gov/11051122/,Shandilya2025|https://pubmed.ncbi.nlm.nih.gov/39949405/
